# Coluna1	Coluna2	Coluna3
-0.11934	-0.10297	0.05999
-0.11910	-0.10365	0.05955
-0.11796	-0.10386	0.05988
-0.12632	-0.10232	0.05746
-0.13126	-0.10141	0.05603
-0.12757	-0.10204	0.05725
-0.12535	-0.10225	0.05850
-0.12383	-0.10253	0.05894
-0.12285	-0.10294	0.05907
-0.11971	-0.10283	0.06044
-0.11657	-0.10272	0.06181
-0.11505	-0.10300	0.06225
-0.11349	-0.10308	0.06325
-0.11331	-0.10607	0.06479
-0.11300	-0.10905	0.06599
-0.11100	-0.10767	0.06639
-0.10880	-0.10475	0.06715
-0.11032	-0.10447	0.06671
-0.11163	-0.10445	0.06666
-0.11128	-0.10488	0.06866
-0.11061	-0.10494	0.06955
-0.11005	-0.10470	0.06875
-0.11195	-0.10435	0.06820
-0.10940	-0.10138	0.06877
-0.10685	-0.09841	0.06934
-0.10769	-0.09935	0.06929
-0.10765	-0.09915	0.06985
-0.10897	-0.09895	0.06917
-0.10921	-0.09949	0.06881
-0.10871	-0.09978	0.06800
-0.10794	-0.09861	0.06727
-0.10650	-0.09525	0.06655
-0.10588	-0.09600	0.06622
-0.10773	-0.09571	0.06438
-0.10875	-0.09545	0.06330
-0.10883	-0.09541	0.06281
-0.10915	-0.09525	0.06085
-0.10644	-0.09455	0.06153
-0.10885	-0.09911	0.06043
-0.11281	-0.10741	0.05924
-0.11413	-0.11199	0.05912
-0.11310	-0.10745	0.05680
-0.11074	-0.10781	0.05704
-0.10960	-0.10529	0.05540
-0.10847	-0.10341	0.05428
-0.10653	-0.10332	0.05335
-0.10405	-0.10060	0.05115
-0.10045	-0.10076	0.05171
-0.09768	-0.09639	0.04897
-0.09542	-0.08825	0.04504
-0.09346	-0.08153	0.04171
-0.09180	-0.07505	0.03570
-0.09069	-0.06767	0.03104
-0.08643	-0.06015	0.02714
-0.08295	-0.05288	0.02491
-0.08229	-0.04613	0.02180
-0.08115	-0.04360	0.01620
-0.08449	-0.04248	0.00974
-0.08190	-0.04286	0.01179
-0.07898	-0.04348	0.01705
-0.07954	-0.04388	0.01925
-0.07770	-0.04480	0.02145
-0.07958	-0.04600	0.02535
-0.07707	-0.04138	0.02689
-0.07751	-0.03401	0.02855
-0.07998	-0.02684	0.03014
-0.07900	-0.01980	0.02785
-0.08003	-0.01250	0.02533
-0.07874	-0.00516	0.02536
-0.08312	0.00313	0.02315
-0.08786	0.01134	0.02010
-0.08120	0.01745	0.02035
-0.07499	0.02456	0.02026
-0.07370	0.02112	0.02178
-0.07316	0.01511	0.02401
-0.07230	0.01001	0.02525
-0.07390	0.00205	0.02585
-0.07313	0.00011	0.02610
-0.07682	-0.01987	0.03305
-0.08397	-0.04613	0.04354
-0.08927	-0.06244	0.04936
-0.09075	-0.06875	0.04940
-0.09182	-0.06977	0.05056
-0.09039	-0.06784	0.05174
-0.09218	-0.07360	0.05286
-0.09602	-0.08278	0.05564
-0.09650	-0.08420	0.05865
-0.10073	-0.08659	0.05946
-0.10543	-0.09561	0.06300
-0.11405	-0.10713	0.06530
-0.12201	-0.11435	0.06497
-0.12255	-0.11815	0.06775
-0.12775	-0.13547	0.07523
-0.12907	-0.14403	0.08011
-0.12638	-0.14356	0.08051
-0.12465	-0.14605	0.08034
-0.12285	-0.15005	0.08170
-0.11923	-0.15076	0.08245
-0.11890	-0.15385	0.08258
-0.12121	-0.15556	0.08208
-0.12365	-0.15656	0.08055
-0.12685	-0.16060	0.07955
-0.12957	-0.16136	0.07911
-0.13018	-0.16057	0.07741
-0.13122	-0.16309	0.07673
-0.13232	-0.16551	0.07718
-0.13255	-0.16505	0.07700
-0.13218	-0.16567	0.07727
-0.13395	-0.16715	0.07271
-0.13830	-0.16955	0.06352
-0.14349	-0.16997	0.05133
-0.14875	-0.16955	0.03570
-0.15401	-0.16963	0.01537
-0.16387	-0.16365	0.00404
-0.16380	-0.15821	-0.00912
-0.15553	-0.15366	-0.02252
-0.15355	-0.14930	-0.02480
-0.14896	-0.15069	-0.03234
-0.13979	-0.11434	-0.02622
-0.10668	-0.06381	-0.01936
-0.04614	-0.02120	-0.01429
0.02890	0.02780	0.00210
0.12021	0.07781	0.01817
0.19187	0.10421	0.02396
0.26643	0.12365	0.02006
0.36743	0.16614	0.01026
0.49280	0.23220	-0.01010
0.64711	0.31207	-0.05286
0.79029	0.42284	-0.08984
0.90449	0.55356	-0.14544
1.00443	0.66687	-0.21616
1.09755	0.73745	-0.25625
1.14547	0.74728	-0.25926
1.09614	0.62220	-0.24409
0.98920	0.46128	-0.19164
0.85685	0.34582	-0.11027
0.68440	0.23550	-0.01195
0.48755	0.10999	0.13268
0.30075	-0.01494	0.22635
0.15102	-0.10327	0.26974
0.05777	-0.15876	0.29828
0.00360	-0.21030	0.30830
-0.06903	-0.25428	0.29097
-0.13017	-0.27568	0.24757
-0.15522	-0.28402	0.21779
-0.16178	-0.29413	0.20100
-0.16795	-0.30075	0.17095
-0.16557	-0.29893	0.15672
-0.16173	-0.29571	0.14303
-0.16436	-0.29301	0.12537
-0.16359	-0.29279	0.10854
-0.15015	-0.29025	0.09520
-0.13798	-0.26919	0.08075
-0.12781	-0.24838	0.07081
-0.12049	-0.23637	0.06503
-0.11608	-0.22769	0.05949
-0.11275	-0.21980	0.05435
-0.10880	-0.20957	0.05001
-0.10480	-0.20192	0.04559
-0.10241	-0.19459	0.04076
-0.10224	-0.18904	0.03577
-0.10100	-0.18660	0.03125
-0.09660	-0.17952	0.02793
-0.09457	-0.17592	0.02371
-0.09283	-0.17142	0.01917
-0.09083	-0.16584	0.01476
-0.08955	-0.16320	0.01080
-0.08639	-0.15956	0.00796
-0.08541	-0.15906	0.00579
-0.08379	-0.15781	0.00380
-0.08283	-0.15550	0.00164
-0.08415	-0.15610	0.00020
-0.08027	-0.15230	-0.00096
-0.07852	-0.15214	-0.00182
-0.07909	-0.15196	-0.00486
-0.07652	-0.14727	-0.00805
-0.07430	-0.14380	-0.01020
-0.07439	-0.14425	-0.01146
-0.07290	-0.14220	-0.01331
-0.07156	-0.14107	-0.01490
-0.07123	-0.14140	-0.01619
-0.06775	-0.13660	-0.01900
-0.06586	-0.13227	-0.02131
-0.06470	-0.13312	-0.02341
-0.06376	-0.13155	-0.02653
-0.06242	-0.12833	-0.02865
-0.05900	-0.12885	-0.03000
-0.05633	-0.12702	-0.03506
-0.05131	-0.12370	-0.03679
-0.05004	-0.11925	-0.04308
-0.05092	-0.11536	-0.05244
-0.04620	-0.11195	-0.05415
-0.04348	-0.10881	-0.05849
-0.04103	-0.10620	-0.06266
-0.02982	-0.10484	-0.06187
-0.01647	-0.10297	-0.06202
-0.01340	-0.09895	-0.07045
-0.00913	-0.09698	-0.07450
-0.00430	-0.09414	-0.07480
-0.00015	-0.09031	-0.08045
0.00489	-0.09000	-0.08818
0.01180	-0.09060	-0.09005
0.01760	-0.08452	-0.09589
0.02317	-0.08034	-0.10020
0.02716	-0.07935	-0.10408
0.03227	-0.07502	-0.11010
0.04025	-0.07000	-0.11775
0.04665	-0.06704	-0.12463
0.05269	-0.06477	-0.12736
0.06296	-0.05700	-0.13391
0.07255	-0.04691	-0.14390
0.07855	-0.04270	-0.15000
0.09092	-0.03777	-0.16138
0.10122	-0.03240	-0.17281
0.10676	-0.02648	-0.18011
0.11618	-0.02042	-0.18843
0.13375	-0.01520	-0.20045
0.14515	-0.00867	-0.20947
0.15847	-0.00858	-0.21226
0.17470	0.00330	-0.22624
0.18845	0.02591	-0.24645
0.19740	0.03635	-0.25570
0.20721	0.04093	-0.26771
0.21514	0.04917	-0.28096
0.22598	0.05966	-0.28840
0.24124	0.06915	-0.29477
0.25455	0.07700	-0.30510
0.26713	0.08958	-0.31352
0.28037	0.10454	-0.32187
0.28855	0.11471	-0.33954
0.29765	0.11942	-0.35697
0.31345	0.12545	-0.36425
0.32364	0.13076	-0.37538
0.32896	0.14247	-0.38423
0.34256	0.15651	-0.39049
0.35616	0.16993	-0.39731
0.35945	0.17985	-0.40450
0.37098	0.18284	-0.41610
0.37399	0.19347	-0.41776
0.36962	0.20239	-0.41519
0.36531	0.20611	-0.41750
0.35995	0.21095	-0.42310
0.35436	0.20489	-0.42018
0.34495	0.20315	-0.41199
0.33814	0.20047	-0.40337
0.33141	0.19612	-0.39386
0.31650	0.19465	-0.38220
0.30465	0.19016	-0.36862
0.29044	0.18914	-0.35374
0.27555	0.18251	-0.33976
0.25788	0.17023	-0.32561
0.23375	0.15915	-0.30890
0.21235	0.14096	-0.29093
0.18737	0.12334	-0.27427
0.16251	0.10605	-0.25281
0.14085	0.09181	-0.23100
0.12040	0.07900	-0.21295
0.09876	0.06065	-0.19112
0.07826	0.03961	-0.17066
0.06187	0.02418	-0.15270
0.04579	0.01318	-0.13830
0.02700	0.00020	-0.12640
0.01279	-0.01280	-0.11226
-0.00219	-0.02415	-0.10056
-0.01745	-0.04119	-0.08774
-0.02548	-0.05265	-0.07443
-0.03130	-0.05070	-0.06620
-0.04635	-0.07182	-0.05529
-0.05459	-0.08581	-0.04453
-0.06021	-0.08746	-0.03796
-0.06713	-0.09223	-0.03143
-0.07125	-0.09895	-0.02195
-0.07405	-0.10132	-0.01388
-0.08245	-0.10253	-0.00961
-0.08213	-0.10487	-0.00380
-0.07874	-0.11236	0.00177
-0.08955	-0.12205	0.00155
-0.09541	-0.12481	0.00508
-0.09027	-0.12992	0.01322
-0.08996	-0.13384	0.01682
-0.09661	-0.13616	0.01725
-0.09805	-0.13730	0.01875
-0.09905	-0.13598	0.02099
-0.09967	-0.13491	0.02156
-0.09960	-0.13494	0.02364
-0.09960	-0.13515	0.02595
-0.09960	-0.13515	0.02595
-0.10100	-0.13831	0.02723
-0.10087	-0.13920	0.02870
-0.10080	-0.13960	0.03047
-0.10145	-0.13968	0.03076
-0.10165	-0.13960	0.03100
-0.10113	-0.13984	0.03272
-0.10088	-0.14001	0.03344
-0.10101	-0.13978	0.03288
-0.10071	-0.13987	0.03418
-0.10075	-0.14035	0.03670
-0.10075	-0.14035	0.03670
-0.10076	-0.14040	0.03656
-0.10073	-0.14025	0.03698
-0.10057	-0.14016	0.03783
-0.10005	-0.14040	0.03955
-0.09945	-0.13996	0.03931
-0.09899	-0.13899	0.03913
-0.09992	-0.14157	0.03949
-0.10072	-0.14421	0.04028
-0.10020	-0.14445	0.04200
-0.10296	-0.14761	0.04204
-0.10363	-0.14840	0.04144
-0.10371	-0.15036	0.04279
-0.10423	-0.15403	0.04473
-0.10430	-0.15310	0.04450
-0.10458	-0.14938	0.04358
-0.10465	-0.14845	0.04335
-0.10439	-0.14857	0.04421
-0.10400	-0.14875	0.04550
-0.10400	-0.14875	0.04550
-0.10552	-0.14847	0.04506
-0.10564	-0.14852	0.04581
-0.10668	-0.14804	0.04237
-0.10785	-0.14750	0.03850
-0.10720	-0.14780	0.04065
-0.10652	-0.14738	0.04175
-0.11606	-0.14900	0.03713
-0.12103	-0.14968	0.03469
-0.11710	-0.14811	0.03654
-0.11640	-0.14480	0.03575
-0.11602	-0.14487	0.03586
-0.11740	-0.14453	0.03522
-0.11858	-0.14457	0.03560
-0.11900	-0.14475	0.03620
-0.11900	-0.14475	0.03620
-0.11866	-0.14502	0.03575
-0.12032	-0.14473	0.03474
-0.11499	-0.14582	0.03746
-0.10866	-0.14718	0.04071
-0.11150	-0.14700	0.04085
-0.11150	-0.14700	0.04085
-0.11006	-0.14610	0.04211
-0.10831	-0.14434	0.04325
-0.10693	-0.13948	0.04211
-0.10755	-0.14120	0.04235
-0.11349	-0.15897	0.04421
-0.11394	-0.16176	0.04392
-0.11341	-0.15665	0.04467
-0.11505	-0.15628	0.04701
-0.11465	-0.15625	0.04740
-0.11465	-0.15625	0.04740
-0.11456	-0.15606	0.04540
-0.11471	-0.15519	0.04384
-0.11490	-0.15480	0.04480
-0.11490	-0.15480	0.04480
-0.11544	-0.15195	0.04319
-0.11705	-0.15088	0.04212
-0.11889	-0.15097	0.04279
-0.11949	-0.15146	0.04430
-0.12005	-0.15170	0.04510
-0.12051	-0.15198	0.04578
-0.12095	-0.15169	0.04733
-0.12279	-0.15176	0.04660
-0.12434	-0.15128	0.04594
-0.12390	-0.14740	0.04670
-0.12391	-0.14745	0.04656
-0.12388	-0.14653	0.04767
-0.12441	-0.14585	0.04958
-0.12488	-0.14604	0.04992
-0.12540	-0.14580	0.04820
-0.12756	-0.14632	0.04696
-0.12810	-0.14645	0.04665
-0.12810	-0.14645	0.04665
-0.12841	-0.14731	0.04677
-0.12965	-0.15075	0.04725
-0.13085	-0.15399	0.04829
-0.13154	-0.15725	0.04922
-0.13378	-0.15936	0.04853
-0.13540	-0.15975	0.04760
-0.13540	-0.15975	0.04760
-0.13596	-0.15999	0.04840
-0.13607	-0.15990	0.04902
-0.13604	-0.15975	0.04944
-0.13605	-0.15980	0.04930
-0.13605	-0.15980	0.04930
-0.13729	-0.16324	0.04978
-0.13747	-0.16409	0.04956
-0.13786	-0.16412	0.05058
-0.13825	-0.16415	0.05160
-0.13825	-0.16415	0.05160
-0.13845	-0.16407	0.05184
-0.13850	-0.16405	0.05190
-0.13812	-0.16412	0.05201
-0.13919	-0.16484	0.05191
-0.14195	-0.16800	0.05195
-0.14233	-0.16793	0.05184
-0.14100	-0.16876	0.05302
-0.14157	-0.16924	0.05365
-0.14290	-0.16880	0.05300
-0.14290	-0.16880	0.05300
-0.14442	-0.16852	0.05256
-0.13340	-0.17055	0.05575
-0.12694	-0.17174	0.05762
-0.13005	-0.17025	0.05651
-0.12805	-0.16695	0.05625
-0.12805	-0.16695	0.05625
-0.12805	-0.16695	0.05625
-0.12805	-0.16695	0.05625
-0.12805	-0.16695	0.05625
-0.12805	-0.16695	0.05625
-0.12657	-0.16419	0.05533
-0.12620	-0.16350	0.05510
-0.12620	-0.16350	0.05510
-0.12620	-0.16350	0.05510
-0.12620	-0.16350	0.05510
-0.12578	-0.16337	0.05577
-0.12807	-0.16406	0.05625
-0.12855	-0.16151	0.05598
-0.12657	-0.15907	0.05546
-0.12695	-0.15900	0.05535
-0.12695	-0.15900	0.05535
-0.12678	-0.15879	0.05557
-0.12717	-0.15882	0.05659
-0.12722	-0.15808	0.05747
-0.12570	-0.15420	0.05915
-0.12570	-0.15420	0.05915
-0.12569	-0.15415	0.05929
-0.12572	-0.15430	0.05887
-0.12552	-0.15394	0.05951
-0.12480	-0.15290	0.06095
-0.12452	-0.15219	0.06041
-0.12666	-0.15853	0.06072
-0.12900	-0.16399	0.06203
-0.12980	-0.16520	0.06260
-0.12980	-0.16520	0.06260
-0.12980	-0.16520	0.06260
-0.12980	-0.16520	0.06260
-0.12980	-0.16520	0.06260
-0.12980	-0.16520	0.06260
-0.12980	-0.16520	0.06260
-0.12980	-0.16520	0.06260
-0.13012	-0.16475	0.06313
-0.12988	-0.16406	0.06286
-0.12941	-0.16410	0.06201
-0.12945	-0.16430	0.06145
-0.12965	-0.16422	0.06169
-0.12970	-0.16420	0.06175
-0.12970	-0.16420	0.06175
-0.12970	-0.16420	0.06175
-0.12970	-0.16420	0.06175
-0.12950	-0.16428	0.06151
-0.12928	-0.16470	0.05994
-0.13063	-0.16482	0.05799
-0.13170	-0.16450	0.05820
-0.13170	-0.16450	0.05820
-0.13156	-0.16444	0.05800
-0.13294	-0.16511	0.06016
-0.13352	-0.16562	0.06056
-0.13276	-0.16539	0.05900
-0.13290	-0.16545	0.05920
-0.13088	-0.16499	0.06064
-0.12948	-0.16185	0.05935
-0.13037	-0.15924	0.05716
-0.12931	-0.15999	0.05815
-0.12695	-0.15955	0.05915
-0.12515	-0.15587	0.05787
-0.12459	-0.15504	0.05693
-0.12490	-0.15531	0.05691
-0.12420	-0.15495	0.05653
-0.12200	-0.15395	0.05525
-0.12212	-0.15051	0.05353
-0.12275	-0.14860	0.05178
-0.12245	-0.15016	0.05078
-0.12138	-0.14800	0.04971
-0.11850	-0.14380	0.04875
-0.11854	-0.14400	0.04819
-0.11906	-0.14382	0.04585
-0.11749	-0.14403	0.04532
-0.11495	-0.14131	0.04531
-0.11320	-0.13465	0.03980
-0.11502	-0.13106	0.03285
-0.11676	-0.12443	0.02795
-0.11650	-0.11840	0.02538
-0.11640	-0.11366	0.02269
-0.11680	-0.10650	0.02005
-0.11904	-0.10238	0.01425
-0.12109	-0.09588	0.00861
-0.11755	-0.09056	0.01015
-0.10584	-0.08943	0.01776
-0.09845	-0.08675	0.02095
-0.10079	-0.08278	0.02270
-0.10041	-0.08029	0.02404
-0.09873	-0.07701	0.02650
-0.10115	-0.07260	0.02728
-0.10350	-0.06850	0.02630
-0.10499	-0.06892	0.02656
-0.10706	-0.06655	0.02521
-0.10580	-0.06448	0.02400
-0.10245	-0.06674	0.02494
-0.09965	-0.06790	0.02530
-0.09283	-0.06457	0.02705
-0.09020	-0.06405	0.02931
-0.08652	-0.06290	0.03000
-0.08237	-0.05991	0.02870
-0.08115	-0.06100	0.02940
-0.07554	-0.06396	0.03315
-0.06361	-0.05088	0.03368
-0.06200	-0.06144	0.04072
-0.06930	-0.09522	0.05134
-0.06900	-0.10570	0.05460
-0.07081	-0.10175	0.05310
-0.06999	-0.09842	0.05426
-0.08026	-0.10678	0.05483
-0.10106	-0.12633	0.05472
-0.11645	-0.14275	0.05690
-0.12708	-0.14660	0.05571
-0.13273	-0.14596	0.05554
-0.14029	-0.15798	0.06094
-0.14513	-0.17459	0.06972
-0.14250	-0.17685	0.07495
-0.13911	-0.17791	0.07565
-0.13427	-0.18154	0.07826
-0.13327	-0.18414	0.08003
-0.13490	-0.18242	0.07905
-0.13340	-0.18005	0.07880
-0.13504	-0.18081	0.07928
-0.13592	-0.18116	0.08006
-0.13695	-0.18126	0.08026
-0.13819	-0.18103	0.07930
-0.13785	-0.18130	0.07885
-0.13734	-0.18052	0.07849
-0.14183	-0.18961	0.07907
-0.14679	-0.19839	0.07785
-0.14834	-0.19850	0.07401
-0.15050	-0.19790	0.06965
-0.15168	-0.19812	0.06643
-0.15249	-0.19512	0.06331
-0.15159	-0.19617	0.05911
-0.15742	-0.20421	0.04674
-0.17260	-0.20910	0.02300
-0.17238	-0.20462	0.00296
-0.16948	-0.19997	-0.00772
-0.16826	-0.19628	-0.01717
-0.16683	-0.19657	-0.02475
-0.16295	-0.19560	-0.02805
-0.16042	-0.16830	-0.04156
-0.15735	-0.14127	-0.04226
-0.12561	-0.10310	-0.03079
-0.06454	-0.05138	-0.01872
-0.00045	-0.00660	-0.00855
0.06993	0.02930	0.00679
0.14631	0.06252	0.00760
0.23437	0.09325	-0.00217
0.33792	0.13428	-0.01754
0.45920	0.19545	-0.04500
0.60360	0.26636	-0.08164
0.73517	0.38136	-0.13021
0.85089	0.49691	-0.18493
0.95396	0.58611	-0.24590
1.02940	0.66950	-0.29895
1.05705	0.69775	-0.30521
1.01249	0.55272	-0.29096
0.89931	0.35962	-0.25381
0.75495	0.23909	-0.18872
0.59975	0.15385	-0.08625
0.41700	0.06231	0.07966
0.22361	-0.04321	0.17279
0.09705	-0.11850	0.21340
0.03380	-0.16363	0.24038
-0.03590	-0.21445	0.23410
-0.09963	-0.25329	0.21544
-0.13473	-0.26243	0.18283
-0.16090	-0.28182	0.15506
-0.18274	-0.30450	0.13640
-0.18630	-0.29890	0.11625
-0.18969	-0.30018	0.09890
-0.18925	-0.29921	0.07978
-0.18075	-0.29711	0.06583
-0.16796	-0.29401	0.05894
-0.15990	-0.28875	0.05075
-0.15316	-0.28700	0.04632
-0.14152	-0.27751	0.04149
-0.12909	-0.26755	0.03237
-0.12108	-0.25876	0.02523
-0.11610	-0.24510	0.02510
-0.10947	-0.23370	0.02773
-0.11129	-0.22600	0.02818
-0.11562	-0.21766	0.02792
-0.11473	-0.21088	0.02872
-0.11295	-0.20840	0.02800
-0.11048	-0.20255	0.02800
-0.10561	-0.19514	0.02463
-0.10236	-0.19110	0.02163
-0.10296	-0.18817	0.01764
-0.10300	-0.18485	0.01320
-0.09908	-0.18085	0.01260
-0.09744	-0.17985	0.01023
-0.09728	-0.17925	0.00649
-0.09462	-0.17659	0.00454
-0.09190	-0.17555	0.00190
-0.08998	-0.17315	-0.00150
-0.08815	-0.16986	-0.00600
-0.08673	-0.16874	-0.00884
-0.08306	-0.16736	-0.01057
-0.07950	-0.16420	-0.01445
-0.07902	-0.16436	-0.01637
-0.07581	-0.16206	-0.01805
-0.07311	-0.16055	-0.01942
-0.07312	-0.15974	-0.02103
-0.07050	-0.15625	-0.02140
-0.06772	-0.15532	-0.02121
-0.06495	-0.15397	-0.02368
-0.06387	-0.15311	-0.02516
-0.06318	-0.15223	-0.02588
-0.06010	-0.14920	-0.02905
-0.05727	-0.14950	-0.03011
-0.05368	-0.14705	-0.03312
-0.05021	-0.14557	-0.03564
-0.04721	-0.14533	-0.03768
-0.04425	-0.14325	-0.04200
-0.04145	-0.13993	-0.04428
-0.03706	-0.13645	-0.04629
-0.03276	-0.13385	-0.05080
-0.03030	-0.13136	-0.05539
-0.02710	-0.12820	-0.05815
-0.02198	-0.12540	-0.06251
-0.01705	-0.12074	-0.06723
-0.01493	-0.11451	-0.07429
-0.01503	-0.11107	-0.08322
-0.01185	-0.10855	-0.08905
-0.00345	-0.10130	-0.09665
-0.00270	-0.09546	-0.09926
0.00081	-0.09478	-0.10500
0.00880	-0.09284	-0.11474
0.01320	-0.08670	-0.12075
0.02522	-0.08081	-0.12732
0.03257	-0.07644	-0.13125
0.03920	-0.07254	-0.13584
0.05034	-0.06697	-0.14426
0.06160	-0.06200	-0.15295
0.07018	-0.05866	-0.15900
0.07889	-0.05420	-0.16707
0.08800	-0.04935	-0.17722
0.09449	-0.04382	-0.18860
0.10280	-0.03860	-0.19950
0.11857	-0.03313	-0.20799
0.13098	-0.02547	-0.21376
0.13640	-0.02052	-0.22155
0.14634	-0.01497	-0.23451
0.16255	-0.00170	-0.25220
0.17677	0.01268	-0.26536
0.19699	0.03079	-0.27531
0.21234	0.03736	-0.28854
0.22004	0.03818	-0.30544
0.23295	0.05160	-0.31880
0.24550	0.06090	-0.32550
0.26180	0.07460	-0.33724
0.27525	0.08169	-0.34475
0.28053	0.08351	-0.34946
0.28665	0.09585	-0.36290
0.30254	0.10902	-0.37349
0.31507	0.11953	-0.37990
0.32094	0.12937	-0.39487
0.32684	0.13934	-0.41103
0.33330	0.14500	-0.41570
0.33456	0.14757	-0.41917
0.33507	0.15624	-0.41801
0.33576	0.16447	-0.41560
0.33287	0.16969	-0.41659
0.32585	0.17660	-0.42030
0.32058	0.18294	-0.42253
0.31335	0.17724	-0.41765
0.30148	0.16693	-0.41151
0.28798	0.16146	-0.40313
0.27650	0.15910	-0.38815
0.26300	0.15236	-0.37239
0.24916	0.14614	-0.35596
0.23455	0.14326	-0.34177
0.21838	0.13762	-0.32683
0.20205	0.12625	-0.30800
0.18601	0.11569	-0.29032
0.16310	0.10198	-0.27339
0.13783	0.08874	-0.25836
0.11585	0.07617	-0.24338
0.09630	0.06015	-0.22415
0.07568	0.04437	-0.20719
0.05663	0.02908	-0.19050
0.03695	0.01449	-0.17362
0.01787	-0.00093	-0.15798
0.00360	-0.01320	-0.14285
-0.00892	-0.02152	-0.12993
-0.01870	-0.03026	-0.11508
-0.02999	-0.03962	-0.10122
-0.04116	-0.04803	-0.08967
-0.04875	-0.05905	-0.07775
-0.06110	-0.08107	-0.06435
-0.06821	-0.09305	-0.05195
-0.07442	-0.09874	-0.04115
-0.08122	-0.10566	-0.03215
-0.08285	-0.10750	-0.02495
-0.08743	-0.11058	-0.02088
-0.09529	-0.11720	-0.01457
-0.10111	-0.12368	-0.00876
-0.10424	-0.12647	-0.00677
-0.10680	-0.13035	-0.00365
-0.10853	-0.13419	0.00034
-0.10887	-0.13573	0.00642
-0.10966	-0.13575	0.01047
-0.11017	-0.13614	0.01184
-0.10985	-0.13630	0.01380
-0.11033	-0.13614	0.01572
-0.11212	-0.13630	0.01520
-0.11374	-0.13673	0.01670
-0.11349	-0.13681	0.01970
-0.11335	-0.13675	0.01950
-0.11383	-0.13539	0.02038
-0.11432	-0.13469	0.02305
-0.11459	-0.13510	0.02519
-0.11452	-0.13454	0.02406
-0.11460	-0.13090	0.02290
-0.11399	-0.13069	0.02588
-0.11387	-0.13080	0.02617
-0.11365	-0.13112	0.02647
-0.11312	-0.13131	0.02833
-0.11325	-0.13125	0.02790
-0.11325	-0.13125	0.02790
-0.11279	-0.13236	0.02942
-0.11261	-0.12975	0.03002
-0.11295	-0.12690	0.02890
-0.11295	-0.12690	0.02890
-0.11243	-0.12714	0.03062
-0.11235	-0.12718	0.03111
-0.11220	-0.12724	0.03093
-0.11218	-0.12724	0.03032
-0.11270	-0.12700	0.02860
-0.11270	-0.12700	0.02860
-0.11278	-0.12427	0.02834
-0.11338	-0.12130	0.02636
-0.11316	-0.12192	0.02561
-0.11100	-0.12140	0.02685
-0.11100	-0.12140	0.02685
-0.11139	-0.12122	0.02556
-0.11178	-0.12104	0.02427
-0.11165	-0.12110	0.02470
-0.11165	-0.12110	0.02470
-0.11165	-0.12110	0.02470
-0.11106	-0.12395	0.02666
-0.11103	-0.12704	0.02942
-0.11123	-0.12637	0.02927
-0.10975	-0.12685	0.02915
-0.10937	-0.12692	0.02926
-0.11050	-0.12682	0.03011
-0.11087	-0.12686	0.03118
-0.11100	-0.12680	0.03075
-0.11100	-0.12680	0.03075
-0.11100	-0.12680	0.03075
-0.11103	-0.12716	0.03264
-0.11106	-0.12752	0.03453
-0.11105	-0.12740	0.03390
-0.11105	-0.12740	0.03390
-0.11257	-0.12712	0.03346
-0.11307	-0.12694	0.03306
-0.11271	-0.12727	0.03393
-0.11235	-0.12760	0.03480
-0.11235	-0.12760	0.03480
-0.11235	-0.12760	0.03480
-0.11248	-0.12754	0.03437
-0.11209	-0.12772	0.03566
-0.11213	-0.12781	0.03690
-0.11385	-0.12745	0.03670
-0.11385	-0.12745	0.03670
-0.11379	-0.12762	0.03659
-0.11384	-0.12717	0.03735
-0.11356	-0.12549	0.03658
-0.11185	-0.12075	0.03175
-0.11197	-0.12037	0.02977
-0.11555	-0.12075	0.02836
-0.12067	-0.12179	0.02915
-0.12367	-0.12294	0.03163
-0.12295	-0.12310	0.03075
-0.12295	-0.12310	0.03075
-0.12313	-0.12259	0.03108
-0.12331	-0.12208	0.03141
-0.12330	-0.12223	0.03136
-0.12350	-0.12215	0.03160
-0.12350	-0.12215	0.03160
-0.12378	-0.12286	0.03214
-0.12282	-0.12013	0.03220
-0.12244	-0.11773	0.03139
-0.12460	-0.11825	0.03015
-0.12484	-0.11757	0.03059
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
-0.12490	-0.11740	0.03070
